
==> Dump Arguments:
pruning method: intermittent
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 1

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/intermittent/HAR/stage_0.pth.tar
evaluate : False
retrain : False
prune : intermittent
prune_shape : vector
prune_target : None
stage : 1
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[4608, 3840, 3264, 412]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -2.0052 | Best perf: -2.0052[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -2.8899 | Best perf: -2.0052[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -2.0465 | Best perf: -2.0052[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -1.9127 | Best perf: -1.9127[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -3.9799 | Best perf: -1.9127[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -2.7649 | Best perf: -1.9127[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -2.8899 | Best perf: -1.9127[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -2.1346 | Best perf: -1.9127[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -2.8899 | Best perf: -1.9127[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -2.8899 | Best perf: -1.9127[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -3.0397 | Best perf: -1.9127[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -3.0412 | Best perf: -1.9127[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -2.8899 | Best perf: -1.9127[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -2.6278 | Best perf: -1.9127[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -3.3637 | Best perf: -1.9127
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:        108 /        324 (33.3%) weights are pruned
- Layer 1:        648 /       1296 (50.0%) weights are pruned
- Layer 2:       2808 /       5184 (54.2%) weights are pruned
- Layer 3:        800 /       6912 (11.6%) weights are pruned
- Total  :       4364 /      13716 (31.8%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 1.0804| Accuracy: 65.08| Best Accuracy: 65.08]
[Epoch: 75| Loss: 0.2558| Accuracy: 90.36| Best Accuracy: 90.36]
[Epoch: 76| Loss: 0.2554| Accuracy: 90.33| Best Accuracy: 90.36]
[Epoch: 77| Loss: 0.2551| Accuracy: 90.40| Best Accuracy: 90.40]
[Epoch: 78| Loss: 0.2547| Accuracy: 90.40| Best Accuracy: 90.40]
[Epoch: 79| Loss: 0.2544| Accuracy: 90.43| Best Accuracy: 90.43]
[Epoch: 80| Loss: 0.2540| Accuracy: 90.46| Best Accuracy: 90.46]
[Epoch: 81| Loss: 0.2537| Accuracy: 90.50| Best Accuracy: 90.50]
[Epoch: 82| Loss: 0.2533| Accuracy: 90.57| Best Accuracy: 90.57]
[Epoch: 83| Loss: 0.2530| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 84| Loss: 0.2527| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 85| Loss: 0.2523| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 86| Loss: 0.2520| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 87| Loss: 0.2517| Accuracy: 90.60| Best Accuracy: 90.63]
[Epoch: 88| Loss: 0.2514| Accuracy: 90.60| Best Accuracy: 90.63]
[Epoch: 89| Loss: 0.2511| Accuracy: 90.60| Best Accuracy: 90.63]
[Epoch: 90| Loss: 0.2508| Accuracy: 90.60| Best Accuracy: 90.63]
[Epoch: 91| Loss: 0.2505| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 92| Loss: 0.2503| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 93| Loss: 0.2500| Accuracy: 90.63| Best Accuracy: 90.63]
[Epoch: 94| Loss: 0.2497| Accuracy: 90.70| Best Accuracy: 90.70]
[Epoch: 95| Loss: 0.2494| Accuracy: 90.77| Best Accuracy: 90.77]
[Epoch: 96| Loss: 0.2492| Accuracy: 90.77| Best Accuracy: 90.77]
[Epoch: 97| Loss: 0.2489| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 98| Loss: 0.2486| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 99| Loss: 0.2484| Accuracy: 90.80| Best Accuracy: 90.84]
[Epoch: 100| Loss: 0.2481| Accuracy: 90.80| Best Accuracy: 90.84]
[Epoch: 101| Loss: 0.2479| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 102| Loss: 0.2476| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 103| Loss: 0.2474| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 104| Loss: 0.2471| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 105| Loss: 0.2469| Accuracy: 90.91| Best Accuracy: 90.91]
[Epoch: 106| Loss: 0.2467| Accuracy: 90.91| Best Accuracy: 90.91]
[Epoch: 107| Loss: 0.2465| Accuracy: 90.91| Best Accuracy: 90.91]
[Epoch: 108| Loss: 0.2462| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 109| Loss: 0.2460| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 110| Loss: 0.2458| Accuracy: 90.97| Best Accuracy: 90.97]
[Epoch: 111| Loss: 0.2456| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 112| Loss: 0.2454| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 113| Loss: 0.2452| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 114| Loss: 0.2449| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 115| Loss: 0.2447| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 116| Loss: 0.2445| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 117| Loss: 0.2443| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 118| Loss: 0.2441| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 119| Loss: 0.2440| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 120| Loss: 0.2438| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 121| Loss: 0.2436| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 122| Loss: 0.2434| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 123| Loss: 0.2432| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 124| Loss: 0.2430| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 125| Loss: 0.2429| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 126| Loss: 0.2427| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 127| Loss: 0.2425| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 128| Loss: 0.2424| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 129| Loss: 0.2422| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 130| Loss: 0.2420| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 131| Loss: 0.2419| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 132| Loss: 0.2417| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 133| Loss: 0.2416| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 134| Loss: 0.2414| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 135| Loss: 0.2413| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 136| Loss: 0.2411| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 137| Loss: 0.2410| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 138| Loss: 0.2408| Accuracy: 91.08| Best Accuracy: 91.11]
[Epoch: 139| Loss: 0.2407| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 140| Loss: 0.2406| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 141| Loss: 0.2404| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 142| Loss: 0.2403| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 143| Loss: 0.2402| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 144| Loss: 0.2401| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 145| Loss: 0.2399| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 146| Loss: 0.2398| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 147| Loss: 0.2397| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 148| Loss: 0.2396| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 149| Loss: 0.2395| Accuracy: 91.11| Best Accuracy: 91.14]
[Epoch: 150| Loss: 0.2393| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 151| Loss: 0.2392| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 152| Loss: 0.2391| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 153| Loss: 0.2390| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 154| Loss: 0.2389| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 155| Loss: 0.2388| Accuracy: 91.08| Best Accuracy: 91.14]
[Epoch: 156| Loss: 0.2387| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 157| Loss: 0.2386| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 158| Loss: 0.2385| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 159| Loss: 0.2384| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 160| Loss: 0.2383| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 161| Loss: 0.2382| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 162| Loss: 0.2382| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 163| Loss: 0.2381| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 164| Loss: 0.2380| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 165| Loss: 0.2379| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 166| Loss: 0.2378| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 167| Loss: 0.2377| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 168| Loss: 0.2377| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 169| Loss: 0.2376| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 170| Loss: 0.2375| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 171| Loss: 0.2374| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 172| Loss: 0.2374| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 173| Loss: 0.2373| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 174| Loss: 0.2372| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 175| Loss: 0.2372| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 176| Loss: 0.2371| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 177| Loss: 0.2370| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 178| Loss: 0.2370| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 179| Loss: 0.2369| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 180| Loss: 0.2368| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 181| Loss: 0.2368| Accuracy: 91.52| Best Accuracy: 91.52]
[Epoch: 182| Loss: 0.2367| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 183| Loss: 0.2366| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 184| Loss: 0.2366| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 185| Loss: 0.2365| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 186| Loss: 0.2365| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 187| Loss: 0.2364| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 188| Loss: 0.2364| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 189| Loss: 0.2364| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 190| Loss: 0.2363| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 191| Loss: 0.2363| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 192| Loss: 0.2362| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 193| Loss: 0.2362| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 194| Loss: 0.2362| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 195| Loss: 0.2361| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 196| Loss: 0.2361| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 197| Loss: 0.2361| Accuracy: 91.65| Best Accuracy: 91.65]
[Epoch: 198| Loss: 0.2361| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 199| Loss: 0.2360| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 200| Loss: 0.2360| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 201| Loss: 0.2360| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 202| Loss: 0.2360| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 203| Loss: 0.2360| Accuracy: 91.69| Best Accuracy: 91.72]
[Epoch: 204| Loss: 0.2360| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 205| Loss: 0.2360| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 206| Loss: 0.2360| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 207| Loss: 0.2360| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 208| Loss: 0.2360| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 209| Loss: 0.2360| Accuracy: 91.72| Best Accuracy: 91.75]
[Epoch: 210| Loss: 0.2360| Accuracy: 91.72| Best Accuracy: 91.75]
[Epoch: 211| Loss: 0.2360| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 212| Loss: 0.2360| Accuracy: 91.79| Best Accuracy: 91.79]
[Epoch: 213| Loss: 0.2360| Accuracy: 91.82| Best Accuracy: 91.82]
[Epoch: 214| Loss: 0.2360| Accuracy: 91.82| Best Accuracy: 91.82]
[Epoch: 215| Loss: 0.2360| Accuracy: 91.82| Best Accuracy: 91.82]
[Epoch: 216| Loss: 0.2360| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 217| Loss: 0.2360| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 218| Loss: 0.2361| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 219| Loss: 0.2361| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 220| Loss: 0.2361| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 221| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 222| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 223| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 224| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 225| Loss: 0.2361| Accuracy: 91.86| Best Accuracy: 91.89]
[Epoch: 226| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 227| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 228| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 229| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 230| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 231| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 232| Loss: 0.2361| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 233| Loss: 0.2361| Accuracy: 91.92| Best Accuracy: 91.92]
[Epoch: 234| Loss: 0.2361| Accuracy: 91.92| Best Accuracy: 91.92]
